iter	Logloss
249	3.848900393e-05
250	3.835277709e-05
251	3.807154211e-05
252	3.789502124e-05
253	3.765564408e-05
254	3.752705578e-05
255	3.718369002e-05
256	3.709107277e-05
257	3.699694434e-05
258	3.68162734e-05
259	3.632994822e-05
260	3.624592807e-05
261	3.611228751e-05
262	3.599692756e-05
263	3.603951842e-05
264	3.562608262e-05
265	3.559649457e-05
266	3.534436271e-05
267	3.519605029e-05
268	3.503600566e-05
269	3.50063537e-05
270	3.476752162e-05
271	3.460651089e-05
272	3.423349693e-05
273	3.420595384e-05
274	3.390390836e-05
275	3.376058054e-05
276	3.374885208e-05
277	3.357690606e-05
278	3.343550291e-05
279	3.320142236e-05
280	3.3066936e-05
281	3.295332404e-05
282	3.290341417e-05
283	3.263510681e-05
284	3.256449545e-05
285	3.250712373e-05
286	3.233462512e-05
287	3.223929753e-05
288	3.226366041e-05
289	3.20509843e-05
290	3.18955709e-05
291	3.177528274e-05
292	3.157548915e-05
293	3.134772392e-05
294	3.127741329e-05
295	3.119567494e-05
296	3.105265349e-05
297	3.096562416e-05
298	3.073635153e-05
299	3.060337258e-05
300	3.04521694e-05
301	3.039244822e-05
302	3.032466748e-05
303	3.023396926e-05
304	3.016678622e-05
305	2.997125735e-05
306	2.993216248e-05
307	2.975930675e-05
308	2.971744704e-05
309	2.959150329e-05
310	2.958488723e-05
311	2.94064962e-05
312	2.936211412e-05
313	2.929463035e-05
314	2.910613668e-05
315	2.888107614e-05
316	2.884300563e-05
317	2.876848667e-05
318	2.867676784e-05
319	2.850162657e-05
320	2.841387549e-05
321	2.83479574e-05
322	2.82784907e-05
323	2.820547351e-05
324	2.810990722e-05
325	2.802510142e-05
326	2.776737974e-05
327	2.763656792e-05
328	2.758556415e-05
329	2.736501456e-05
330	2.725940014e-05
331	2.720623487e-05
332	2.699741186e-05
333	2.698538267e-05
334	2.695933947e-05
335	2.671870113e-05
336	2.66631319e-05
337	2.653995486e-05
338	2.6528529e-05
339	2.635320729e-05
340	2.635074319e-05
341	2.620675564e-05
342	2.608815345e-05
343	2.601592004e-05
344	2.59131945e-05
345	2.585334927e-05
346	2.558552496e-05
347	2.545350834e-05
348	2.54004596e-05
349	2.54054536e-05
350	2.53373101e-05
351	2.52569551e-05
352	2.520451159e-05
353	2.500886242e-05
354	2.494270187e-05
355	2.472792441e-05
356	2.466110225e-05
357	2.459061495e-05
358	2.444981702e-05
359	2.44730935e-05
360	2.423798671e-05
361	2.416340948e-05
362	2.410855825e-05
363	2.41167381e-05
364	2.392788355e-05
365	2.384235787e-05
366	2.371599497e-05
367	2.367671966e-05
368	2.36680624e-05
369	2.363498213e-05
370	2.355312348e-05
371	2.339608614e-05
372	2.337575681e-05
373	2.335626952e-05
374	2.311893732e-05
375	2.317000312e-05
376	2.313108869e-05
377	2.307954548e-05
378	2.30004573e-05
379	2.295997907e-05
380	2.280504684e-05
381	2.274213417e-05
382	2.261216063e-05
383	2.256470735e-05
384	2.237615165e-05
385	2.223643823e-05
386	2.214916644e-05
387	2.213371269e-05
388	2.20235892e-05
389	2.20146876e-05
390	2.189776574e-05
391	2.1749989e-05
392	2.171607043e-05
393	2.167667483e-05
394	2.15225245e-05
395	2.137372528e-05
396	2.142112217e-05
397	2.126414498e-05
398	2.10915881e-05
399	2.112509504e-05
400	2.100967495e-05
401	2.095452486e-05
402	2.090719375e-05
403	2.079255556e-05
404	2.088036866e-05
405	2.079279614e-05
406	2.082034675e-05
407	2.048973005e-05
408	2.043193167e-05
409	2.016326155e-05
410	2.016061701e-05
411	2.005091266e-05
412	2.009006956e-05
413	1.999329847e-05
414	1.97533161e-05
415	1.990951703e-05
416	1.975350029e-05
417	1.972932162e-05
418	1.96348342e-05
419	1.975819544e-05
420	1.95185777e-05
421	1.932274246e-05
422	1.940911393e-05
423	1.930776987e-05
424	1.924365428e-05
425	1.912444499e-05
426	1.909250749e-05
427	1.928317393e-05
428	1.904421404e-05
429	1.9131608e-05
430	1.898882337e-05
431	1.901703183e-05
432	1.897282831e-05
433	1.882095976e-05
434	1.876165585e-05
435	1.882270588e-05
436	1.880947564e-05
437	1.86471417e-05
438	1.856468535e-05
439	1.850057352e-05
440	1.853329292e-05
441	1.841113648e-05
442	1.847958258e-05
443	1.839574099e-05
444	1.825800675e-05
445	1.815702356e-05
446	1.82498908e-05
447	1.811750955e-05
448	1.801436111e-05
449	1.800696316e-05
450	1.799192855e-05
451	1.783891911e-05
452	1.792276257e-05
453	1.768145887e-05
454	1.762991566e-05
455	1.764393155e-05
456	1.764952512e-05
457	1.755335362e-05
458	1.761265941e-05
459	1.738164066e-05
460	1.734519409e-05
461	1.737484605e-05
462	1.733527189e-05
463	1.721504012e-05
464	1.717811426e-05
465	1.701319404e-05
466	1.702017097e-05
467	1.695304808e-05
468	1.679757454e-05
469	1.703358728e-05
470	1.689362764e-05
471	1.692664777e-05
472	1.675421306e-05
473	1.668480463e-05
474	1.65542879e-05
475	1.654442772e-05
476	1.66837859e-05
477	1.645180294e-05
478	1.661335499e-05
479	1.636224561e-05
480	1.654292595e-05
481	1.63700082e-05
482	1.62763008e-05
483	1.644019853e-05
484	1.638474396e-05
485	1.623823216e-05
486	1.631786541e-05
487	1.619667319e-05
488	1.612425933e-05
489	1.602255252e-05
490	1.59908556e-05
491	1.610940328e-05
492	1.609376533e-05
493	1.60131735e-05
494	1.595813995e-05
495	1.585288453e-05
496	1.5805794e-05
497	1.580615488e-05
498	1.583075645e-05
499	1.573344217e-05
500	1.579827951e-05
501	1.555174311e-05
502	1.554813435e-05
503	1.560810081e-05
504	1.557375841e-05
505	1.546706042e-05
506	1.542345648e-05
507	1.54507026e-05
508	1.54497412e-05
509	1.529588878e-05
510	1.529727402e-05
511	1.522479908e-05
512	1.516399151e-05
513	1.505073855e-05
514	1.521379425e-05
515	1.506228658e-05
516	1.50348619e-05
517	1.503041298e-05
518	1.49898154e-05
519	1.487932727e-05
520	1.492137118e-05
521	1.483770815e-05
522	1.48307923e-05
523	1.478965435e-05
524	1.472872649e-05
525	1.469799379e-05
526	1.463381805e-05
527	1.467044882e-05
528	1.463249672e-05
529	1.450372422e-05
530	1.445380495e-05
531	1.452525835e-05
532	1.436653505e-05
533	1.438385708e-05
534	1.442217194e-05
535	1.437664145e-05
536	1.424480151e-05
537	1.43729124e-05
538	1.421821887e-05
539	1.421876019e-05
540	1.431818146e-05
541	1.418405691e-05
542	1.417275041e-05
543	1.422291308e-05
544	1.404223556e-05
545	1.398527827e-05
546	1.384032651e-05
547	1.398257265e-05
548	1.394552274e-05
549	1.39795052e-05
550	1.377200353e-05
551	1.387473282e-05
552	1.382968538e-05
553	1.381994173e-05
554	1.370873374e-05
555	1.378139005e-05
556	1.375029553e-05
557	1.369983401e-05
558	1.365267958e-05
559	1.362429163e-05
560	1.361948089e-05
561	1.366410919e-05
562	1.356775631e-05
563	1.349347793e-05
564	1.346100005e-05
565	1.345811305e-05
566	1.343513917e-05
567	1.330468353e-05
568	1.333319365e-05
569	1.336549203e-05
570	1.322577391e-05
571	1.318511524e-05
572	1.3178861e-05
573	1.33044467e-05
574	1.31412726e-05
575	1.316876024e-05
576	1.309682661e-05
577	1.306158108e-05
578	1.303608013e-05
579	1.302345042e-05
580	1.309995702e-05
581	1.301340699e-05
582	1.286929915e-05
583	1.295320276e-05
584	1.295867698e-05
585	1.292000313e-05
586	1.279820851e-05
587	1.280458398e-05
588	1.276747486e-05
589	1.273114764e-05
590	1.269830889e-05
591	1.267166517e-05
592	1.270859479e-05
593	1.275099769e-05
594	1.265278122e-05
595	1.260556664e-05
596	1.26493529e-05
597	1.241743196e-05
598	1.234621915e-05
599	1.247499164e-05
600	1.2466512e-05
601	1.225708378e-05
602	1.240636699e-05
603	1.227157989e-05
604	1.21576033e-05
605	1.234135014e-05
606	1.225275515e-05
607	1.23039403e-05
608	1.226604834e-05
609	1.227230352e-05
610	1.220397865e-05
611	1.209607775e-05
612	1.211123453e-05
613	1.21834717e-05
614	1.217324689e-05
615	1.219423971e-05
616	1.204122839e-05
617	1.203972474e-05
618	1.197554994e-05
619	1.187721224e-05
620	1.205055289e-05
621	1.194854629e-05
622	1.193796154e-05
623	1.178428861e-05
624	1.190548272e-05
625	1.178795752e-05
626	1.168631085e-05
627	1.17768324e-05
628	1.167338135e-05
629	1.185033076e-05
630	1.180389808e-05
631	1.172414642e-05
632	1.164529506e-05
633	1.171951518e-05
634	1.165594278e-05
635	1.156295713e-05
636	1.157492617e-05
637	1.164301234e-05
638	1.147797277e-05
639	1.162593182e-05
640	1.150913025e-05
641	1.15360155e-05
642	1.139701819e-05
643	1.146059434e-05
644	1.151689096e-05
645	1.133651323e-05
646	1.128605265e-05
647	1.124948391e-05
648	1.134192825e-05
649	1.132887657e-05
650	1.133814093e-05
651	1.13066846e-05
652	1.13363967e-05
653	1.115878756e-05
654	1.134181172e-05
655	1.111037007e-05
656	1.127324532e-05
657	1.12200763e-05
658	1.132737669e-05
659	1.120473908e-05
660	1.118104345e-05
661	1.117220199e-05
662	1.101606308e-05
663	1.123595671e-05
664	1.114194857e-05
665	1.11874208e-05
666	1.114700271e-05
667	1.112986112e-05
668	1.104547728e-05
669	1.108457215e-05
670	1.094172644e-05
671	1.092813345e-05
672	1.085619983e-05
673	1.086576303e-05
674	1.084326938e-05
675	1.08094683e-05
676	1.077975619e-05
677	1.079906304e-05
678	1.082378397e-05
679	1.074944357e-05
680	1.07786745e-05
681	1.07049365e-05
682	1.070150912e-05
683	1.074788165e-05
684	1.068063847e-05
685	1.063222191e-05
686	1.065802547e-05
687	1.066085233e-05
688	1.064846226e-05
689	1.064425299e-05
690	1.05145783e-05
691	1.051500026e-05
692	1.063288634e-05
693	1.05977611e-05
694	1.048047742e-05
695	1.051229463e-05
696	1.039681439e-05
697	1.044114666e-05
698	1.043681709e-05
699	1.040770645e-05
700	1.025583791e-05
701	1.050658641e-05
702	1.035116925e-05
703	1.032013393e-05
704	1.035670362e-05
705	1.026786898e-05
706	1.022829294e-05
707	1.040115242e-05
708	1.037119973e-05
709	1.030257413e-05
710	1.025048773e-05
711	1.034227047e-05
712	1.020550044e-05
713	1.029060697e-05
714	1.019383212e-05
715	1.017825526e-05
716	1.016364073e-05
717	1.010674265e-05
718	1.008424806e-05
719	1.00781752e-05
720	1.007570922e-05
721	9.996436845e-06
722	1.003378748e-05
723	1.011540649e-05
724	1.014090932e-05
725	9.951930715e-06
726	1.013453384e-05
727	9.954877867e-06
728	9.960232737e-06
729	9.859788986e-06
730	9.8484214e-06
731	9.927094193e-06
732	9.930582659e-06
733	9.860993785e-06
734	9.793931041e-06
735	9.787435278e-06
736	9.802171038e-06
737	9.821898912e-06
738	9.79573636e-06
739	9.767227176e-06
740	9.719893246e-06
741	9.720374414e-06
742	9.692767419e-06
743	9.702330626e-06
744	9.635930428e-06
745	9.711894773e-06
746	9.619269997e-06
747	9.564718553e-06
748	9.677191495e-06
749	9.64170538e-06
750	9.643690196e-06
751	9.673823322e-06
752	9.605076491e-06
753	9.627692311e-06
754	9.626851208e-06
755	9.602431948e-06
756	9.584027285e-06
757	9.590102967e-06
758	9.548783633e-06
759	9.458925571e-06
760	9.436852005e-06
761	9.411951578e-06
762	9.527432758e-06
763	9.491766204e-06
764	9.411651788e-06
765	9.505059401e-06
766	9.415923091e-06
767	9.478294449e-06
768	9.350907189e-06
769	9.327570557e-06
770	9.353313027e-06
771	9.247275703e-06
772	9.27440341e-06
773	9.245593495e-06
774	9.194409285e-06
775	9.24523262e-06
776	9.170711777e-06
777	9.162772511e-06
778	9.27915494e-06
779	9.237473791e-06
780	9.136609019e-06
781	9.168366085e-06
782	9.104312519e-06
783	9.074961291e-06
784	9.19567423e-06
785	9.138836299e-06
786	9.196638444e-06
787	9.187015091e-06
788	9.163498021e-06
789	9.11886972e-06
790	9.100645495e-06
791	9.09968316e-06
792	9.094149731e-06
793	9.033462459e-06
794	9.027449743e-06
795	9.079415851e-06
796	8.968747288e-06
797	9.041764481e-06
798	9.144674216e-06
799	9.003030484e-06
800	9.056139365e-06
801	9.06425907e-06
802	8.883460319e-06
803	9.083085694e-06
804	8.964417718e-06
805	8.946374871e-06
806	8.836066243e-06
807	8.97927471e-06
808	8.925985391e-06
809	8.870169941e-06
810	8.853871326e-06
811	8.872457367e-06
812	8.822355784e-06
813	8.769246903e-06
814	8.835347311e-06
815	8.813274684e-06
816	8.774721125e-06
817	8.802688995e-06
818	8.724680627e-06
819	8.762151559e-06
820	8.859948888e-06
821	8.814117667e-06
822	8.78699184e-06
823	8.792765852e-06
824	8.729313746e-06
825	8.728411556e-06
826	8.723960755e-06
827	8.807984659e-06
828	8.734967466e-06
829	8.654131298e-06
830	8.715780905e-06
831	8.7625754e-06
832	8.803052691e-06
833	8.676627766e-06
834	8.612812904e-06
835	8.627187788e-06
836	8.627188727e-06
837	8.599281003e-06
838	8.541421531e-06
839	8.459923757e-06
840	8.459923757e-06
841	8.443625142e-06
842	8.395508375e-06
843	8.342579932e-06
844	8.342579932e-06
845	8.470750969e-06
846	8.574804417e-06
847	8.337709049e-06
848	8.434965064e-06
849	8.568428945e-06
850	8.48085643e-06
851	8.442063227e-06
852	8.454032272e-06
853	8.477549342e-06
854	8.412291917e-06
855	8.417825345e-06
856	8.386489301e-06
857	8.3186456e-06
858	8.386309803e-06
859	8.426186573e-06
860	8.320150188e-06
861	8.341622295e-06
862	8.314436322e-06
863	8.299399833e-06
864	8.3146177e-06
865	8.311670548e-06
866	8.159320835e-06
867	8.442909029e-06
868	8.176522579e-06
869	8.380598756e-06
870	8.263915597e-06
871	8.241120279e-06
872	8.269328733e-06
873	8.205214081e-06
874	8.302349804e-06
875	8.197334961e-06
876	8.186207958e-06
877	8.143384036e-06
878	8.188132629e-06
879	8.222717495e-06
880	8.179111675e-06
881	8.181939475e-06
882	8.177127798e-06
883	8.120951473e-06
884	8.059783033e-06
885	8.255739506e-06
886	8.019546327e-06
887	8.077286447e-06
888	8.066881196e-06
889	8.093285272e-06
890	8.139176638e-06
891	7.947250885e-06
892	7.982377064e-06
893	7.955492761e-06
894	7.927344452e-06
895	7.993986174e-06
896	8.061109064e-06
897	7.835021346e-06
898	8.05491497e-06
899	7.901723214e-06
900	7.901723214e-06
901	7.901723214e-06
902	7.901723214e-06
903	7.901723214e-06
904	7.901723214e-06
905	7.815835255e-06
906	7.815835255e-06
907	7.815835255e-06
908	7.815835255e-06
909	7.821309007e-06
910	7.893424951e-06
911	7.979493818e-06
912	7.877125396e-06
913	7.939677193e-06
914	7.837429064e-06
915	7.900822904e-06
916	7.910928365e-06
917	7.947797837e-06
918	7.968848923e-06
919	7.777465423e-06
920	7.763691998e-06
921	7.777826299e-06
922	7.728387261e-06
923	7.620545557e-06
924	7.618621356e-06
925	7.688571106e-06
926	7.810426818e-06
927	7.749739546e-06
928	7.584097576e-06
929	7.85072461e-06
930	7.583796846e-06
931	7.772414572e-06
932	7.660783673e-06
933	7.693323107e-06
934	7.692601355e-06
935	7.592879826e-06
936	7.566535896e-06
937	7.537064377e-06
938	7.662529786e-06
939	7.631554147e-06
940	7.577302962e-06
941	7.456590494e-06
942	7.394038697e-06
943	7.446666881e-06
944	7.474093438e-06
945	7.434637689e-06
946	7.504828022e-06
947	7.561124639e-06
948	7.574417366e-06
949	7.563651709e-06
950	7.497130749e-06
951	7.529790005e-06
952	7.468621565e-06
953	7.473433242e-06
954	7.490455018e-06
955	7.471869917e-06
956	7.405830124e-06
957	7.439391569e-06
958	7.489132747e-06
959	7.441918169e-06
960	7.264728646e-06
961	7.331310692e-06
962	7.39145665e-06
963	7.276217464e-06
964	7.288908261e-06
965	7.436266329e-06
966	7.235017952e-06
967	7.280368474e-06
968	7.295344818e-06
969	7.207291135e-06
970	7.247950273e-06
971	7.368422627e-06
972	7.340395081e-06
973	7.291496417e-06
974	7.161099979e-06
975	7.209337977e-06
976	7.274295142e-06
977	7.209518415e-06
978	7.210240166e-06
979	7.183355393e-06
980	7.279889656e-06
981	7.241817265e-06
982	7.210541366e-06
983	7.129164354e-06
984	7.239832918e-06
985	7.260643419e-06
986	7.168559957e-06
987	7.168559957e-06
988	7.168559957e-06
989	7.227804196e-06
990	7.190754286e-06
991	7.201339974e-06
992	7.190032534e-06
993	7.26762129e-06
994	7.12922544e-06
995	7.145224735e-06
996	7.266960155e-06
997	7.317903781e-06
998	7.133556419e-06
999	7.083756035e-06
